student_id,week,true_risk,lms_logins,attendance_pct,sentiment_score,submission_delay,forum_posts,video_completion,login_slope,attendance_drop,delay_variance,sentiment_decline,engagement_volatility,sudden_drop,behavioral_drift_score,risk_label,dropout_prob,cluster,cluster_label
51,1,low,15,0.94,0.6,0,5,0.65,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,1,Chronic Disengagement
51,2,low,15,0.89,0.55,1,2,0.58,0.0,0.05,0.5,0.05,0.0,0,0.024,0,0.06,1,Chronic Disengagement
51,3,low,14,0.85,0.63,0,2,0.68,-0.5,0.09,0.333,-0.03,0.039,0,0.052,0,0.04,1,Chronic Disengagement
51,4,low,11,0.8,0.67,1,3,0.81,-1.3,0.14,0.333,-0.07,0.138,0,0.101,0,0.1,1,Chronic Disengagement
51,5,low,10,0.87,0.59,1,6,0.86,-1.4,0.07,0.3,0.01,0.18,0,0.082,0,0.08,1,Chronic Disengagement
51,6,low,13,0.81,0.65,1,6,0.71,-0.8,0.13,0.267,-0.05,0.161,0,0.077,0,0.09,1,Chronic Disengagement
51,7,low,14,0.76,0.47,1,2,0.78,-0.393,0.18,0.238,0.13,0.149,0,0.095,0,0.12,1,Chronic Disengagement
51,8,low,10,0.81,0.54,0,3,0.81,-0.524,0.13,0.268,0.06,0.166,0,0.074,0,0.07,1,Chronic Disengagement
52,1,medium,9,0.7,-0.22,3,3,0.67,0.0,0.0,0.0,0.0,,0,0.0,1,0.09,1,Chronic Disengagement
52,2,medium,9,0.66,-0.19,1,4,0.63,0.0,0.04,2.0,-0.03,0.0,0,0.014,1,0.04,1,Chronic Disengagement
52,3,medium,8,0.55,-0.29,1,4,0.74,-0.5,0.15,1.333,0.07,0.067,0,0.081,1,0.1,1,Chronic Disengagement
52,4,medium,5,0.51,-0.34,1,2,0.53,-1.3,0.19,1.0,0.12,0.244,0,0.133,1,0.14,3,Chronic Disengagement
52,5,medium,4,0.42,-0.48,2,2,0.72,-1.4,0.28,0.8,0.26,0.335,0,0.187,1,0.22,3,Chronic Disengagement
52,6,medium,5,0.39,-0.36,1,5,0.49,-1.086,0.31,0.7,0.14,0.338,0,0.169,1,0.19,3,Chronic Disengagement
52,7,medium,5,0.34,-0.52,1,5,0.45,-0.857,0.36,0.619,0.3,0.334,0,0.198,1,0.23,3,Chronic Disengagement
52,8,medium,2,0.24,-0.63,3,3,0.22,-0.94,0.46,0.839,0.41,0.431,1,0.25,1,0.34,2,Sudden Drop-off
53,1,low,11,0.84,0.46,0,6,0.71,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,1,Chronic Disengagement
53,2,low,9,0.8,0.32,0,2,0.59,-2.0,0.04,0.0,0.14,0.141,0,0.111,0,0.06,1,Chronic Disengagement
53,3,low,11,0.77,0.32,0,7,0.63,-0.0,0.07,0.0,0.14,0.112,0,0.042,0,0.05,1,Chronic Disengagement
53,4,low,12,0.82,0.39,0,6,0.64,0.5,0.02,0.0,0.07,0.117,0,0.016,0,0.02,1,Chronic Disengagement
53,5,low,13,0.76,0.36,0,5,0.85,0.7,0.08,0.0,0.1,0.132,0,0.04,0,0.05,1,Chronic Disengagement
53,6,low,8,0.77,0.19,0,2,0.74,-0.057,0.07,0.0,0.27,0.175,0,0.061,0,0.07,1,Chronic Disengagement
53,7,low,9,0.72,0.29,0,5,0.63,-0.214,0.12,0.0,0.17,0.174,0,0.072,0,0.07,1,Chronic Disengagement
53,8,low,10,0.73,0.24,0,2,0.62,-0.179,0.11,0.0,0.22,0.162,0,0.073,0,0.08,1,Chronic Disengagement
54,1,low,14,1.0,0.81,0,3,0.8,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,1,Chronic Disengagement
54,2,low,15,1.0,0.74,1,4,0.87,1.0,0.0,0.5,0.07,0.049,0,0.009,0,0.04,1,Chronic Disengagement
54,3,low,15,0.97,0.7,0,7,0.62,0.5,0.03,0.333,0.11,0.039,0,0.024,0,0.03,1,Chronic Disengagement
54,4,low,13,0.94,0.68,0,2,0.57,-0.3,0.06,0.25,0.13,0.067,0,0.049,0,0.05,1,Chronic Disengagement
54,5,low,13,0.95,0.72,0,2,0.81,-0.4,0.05,0.2,0.09,0.071,0,0.045,0,0.04,1,Chronic Disengagement
54,6,low,12,0.84,0.61,0,3,0.66,-0.514,0.16,0.167,0.2,0.089,0,0.102,0,0.1,1,Chronic Disengagement
54,7,low,16,0.84,0.58,1,7,0.66,-0.071,0.16,0.238,0.23,0.101,0,0.088,0,0.13,1,Chronic Disengagement
54,8,low,12,0.83,0.58,1,2,0.63,-0.214,0.17,0.268,0.23,0.108,0,0.097,0,0.13,1,Chronic Disengagement
55,1,low,18,0.86,0.2,1,5,0.77,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement
55,2,low,17,0.78,0.25,0,5,0.72,-1.0,0.08,0.5,-0.05,0.04,0,0.068,0,0.04,1,Chronic Disengagement
55,3,low,15,0.82,0.21,0,4,0.72,-1.5,0.04,0.333,-0.01,0.092,0,0.074,0,0.03,1,Chronic Disengagement
55,4,low,13,0.74,0.23,1,3,0.88,-1.7,0.12,0.333,-0.03,0.141,0,0.11,0,0.1,1,Chronic Disengagement
55,5,low,16,0.77,0.06,0,6,0.91,-0.8,0.09,0.3,0.14,0.122,0,0.081,0,0.07,1,Chronic Disengagement
55,6,low,15,0.75,0.05,1,4,0.58,-0.571,0.11,0.3,0.15,0.112,0,0.08,0,0.1,1,Chronic Disengagement
55,7,low,14,0.71,0.03,1,7,0.78,-0.536,0.15,0.286,0.17,0.111,0,0.095,0,0.12,1,Chronic Disengagement
55,8,low,16,0.68,0.16,0,6,0.84,-0.31,0.18,0.286,0.04,0.103,0,0.08,0,0.08,1,Chronic Disengagement
56,1,low,12,0.91,0.95,0,7,0.76,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,1,Chronic Disengagement
56,2,low,15,0.89,1.0,0,6,0.77,3.0,0.02,0.0,-0.05,0.157,0,0.007,0,0.01,1,Chronic Disengagement
56,3,low,15,0.83,1.0,0,4,0.7,1.5,0.08,0.0,-0.05,0.124,0,0.028,0,0.03,1,Chronic Disengagement
56,4,low,12,0.78,0.87,0,6,0.68,0.0,0.13,0.0,0.08,0.128,0,0.055,0,0.06,1,Chronic Disengagement
56,5,low,13,0.75,0.98,1,4,0.59,-0.1,0.16,0.2,-0.03,0.113,0,0.06,0,0.09,1,Chronic Disengagement
56,6,low,14,0.76,0.92,0,5,0.66,0.029,0.15,0.167,0.03,0.102,0,0.056,0,0.06,1,Chronic Disengagement
56,7,low,10,0.76,0.84,1,2,0.8,-0.357,0.15,0.238,0.11,0.14,0,0.081,0,0.11,1,Chronic Disengagement
56,8,low,12,0.69,0.83,1,6,0.65,-0.321,0.22,0.268,0.12,0.134,0,0.105,0,0.14,1,Chronic Disengagement
57,1,medium,5,0.56,0.16,2,6,0.9,0.0,0.0,0.0,0.0,,0,0.0,1,0.06,1,Chronic Disengagement
57,2,medium,6,0.44,0.13,1,7,0.55,1.0,0.12,0.5,0.03,0.129,0,0.046,1,0.08,1,Chronic Disengagement
57,3,medium,3,0.46,0.04,2,3,0.68,-1.0,0.1,0.333,0.12,0.327,1,0.09,1,0.13,2,Sudden Drop-off
57,4,medium,4,0.33,0.03,3,4,0.62,-0.6,0.23,0.667,0.13,0.287,0,0.121,1,0.2,3,Chronic Disengagement
57,5,medium,2,0.29,-0.04,1,6,0.54,-0.8,0.27,0.7,0.2,0.395,1,0.152,1,0.18,2,Sudden Drop-off
57,6,medium,5,0.27,-0.09,3,5,0.49,-0.314,0.29,0.8,0.25,0.353,0,0.145,1,0.24,3,Chronic Disengagement
57,7,medium,1,0.14,-0.3,1,1,0.36,-0.536,0.42,0.81,0.46,0.484,1,0.226,1,0.27,2,Sudden Drop-off
57,8,medium,3,0.1,-0.31,1,4,0.57,-0.417,0.46,0.786,0.47,0.465,0,0.236,1,0.28,0,Emotional Distress
58,1,low,16,0.71,0.66,1,3,0.85,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement
58,2,low,15,0.72,0.62,1,4,0.66,-1.0,-0.01,0.0,0.04,0.046,0,0.045,0,0.04,1,Chronic Disengagement
58,3,low,11,0.74,0.64,1,3,0.89,-2.5,-0.03,0.0,0.02,0.189,0,0.103,0,0.05,1,Chronic Disengagement
58,4,low,13,0.72,0.59,0,6,0.54,-1.3,-0.01,0.25,0.07,0.161,0,0.061,0,0.02,1,Chronic Disengagement
58,5,low,14,0.71,0.56,0,5,0.8,-0.6,0.0,0.3,0.1,0.139,0,0.036,0,0.02,1,Chronic Disengagement
58,6,low,10,0.68,0.44,1,7,0.51,-0.886,0.03,0.267,0.22,0.176,0,0.073,0,0.08,1,Chronic Disengagement
58,7,low,12,0.62,0.38,1,6,0.86,-0.679,0.09,0.238,0.28,0.166,0,0.094,0,0.11,1,Chronic Disengagement
58,8,low,11,0.57,0.36,1,3,0.49,-0.619,0.14,0.214,0.3,0.166,0,0.111,0,0.13,3,Chronic Disengagement
59,1,medium,4,0.53,0.07,3,5,0.95,0.0,0.0,0.0,0.0,,0,0.0,1,0.09,1,Chronic Disengagement
59,2,medium,4,0.54,0.11,2,4,0.55,0.0,-0.01,0.5,-0.04,0.0,0,0.0,1,0.05,1,Chronic Disengagement
59,3,medium,6,0.49,-0.02,2,6,0.49,1.0,0.04,0.333,0.09,0.247,0,0.025,1,0.09,1,Chronic Disengagement
59,4,medium,4,0.38,-0.06,2,2,0.71,0.2,0.15,0.25,0.13,0.222,0,0.069,1,0.14,1,Chronic Disengagement
59,5,medium,2,0.34,-0.13,2,6,0.55,-0.4,0.19,0.2,0.2,0.354,1,0.107,1,0.17,2,Sudden Drop-off
59,6,medium,4,0.25,-0.26,2,4,0.36,-0.229,0.28,0.167,0.33,0.316,0,0.148,1,0.22,3,Chronic Disengagement
59,7,medium,2,0.2,-0.34,2,2,0.57,-0.357,0.33,0.143,0.41,0.372,1,0.181,1,0.25,2,Sudden Drop-off
59,8,medium,2,0.13,-0.35,1,0,0.38,-0.381,0.4,0.286,0.42,0.404,0,0.208,1,0.25,3,Chronic Disengagement
60,1,low,12,0.92,0.22,1,2,0.63,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement
60,2,low,13,0.87,0.2,0,2,0.92,1.0,0.05,0.5,0.02,0.057,0,0.02,0,0.02,1,Chronic Disengagement
60,3,low,13,0.89,0.29,0,6,0.73,0.5,0.03,0.333,-0.07,0.046,0,0.011,0,0.01,1,Chronic Disengagement
60,4,low,13,0.88,0.11,0,3,0.77,0.3,0.04,0.25,0.11,0.039,0,0.028,0,0.03,1,Chronic Disengagement
60,5,low,12,0.86,0.21,1,6,0.81,-0.0,0.06,0.3,0.01,0.043,0,0.022,0,0.05,1,Chronic Disengagement
60,6,low,13,0.8,0.11,0,2,0.77,0.057,0.12,0.267,0.11,0.041,0,0.056,0,0.06,1,Chronic Disengagement
60,7,low,9,0.79,0.05,0,4,0.74,-0.357,0.13,0.238,0.17,0.121,0,0.081,0,0.08,1,Chronic Disengagement
60,8,low,10,0.75,0.11,0,5,0.81,-0.417,0.17,0.214,0.11,0.131,0,0.09,0,0.09,1,Chronic Disengagement
61,1,medium,12,0.51,0.09,1,3,0.82,0.0,0.0,0.0,0.0,,0,0.0,1,0.03,1,Chronic Disengagement
61,2,medium,11,0.54,-0.1,1,7,0.73,-1.0,-0.03,0.0,0.19,0.061,0,0.064,1,0.06,1,Chronic Disengagement
61,3,medium,7,0.47,-0.05,1,3,0.64,-2.5,0.04,0.0,0.14,0.265,0,0.132,1,0.09,1,Chronic Disengagement
61,4,medium,10,0.41,-0.2,1,5,0.71,-1.0,0.1,0.0,0.29,0.216,0,0.111,1,0.12,3,Chronic Disengagement
61,5,medium,6,0.36,-0.26,3,5,0.38,-1.3,0.15,0.8,0.35,0.281,0,0.148,1,0.21,3,Chronic Disengagement
61,6,medium,6,0.27,-0.36,2,6,0.4,-1.2,0.24,0.7,0.45,0.307,0,0.188,1,0.23,3,Chronic Disengagement
61,7,medium,6,0.15,-0.41,2,3,0.44,-1.036,0.36,0.619,0.5,0.317,0,0.23,1,0.28,3,Chronic Disengagement
61,8,medium,4,0.18,-0.45,1,2,0.53,-1.048,0.33,0.571,0.54,0.37,0,0.225,1,0.25,3,Chronic Disengagement
62,1,low,18,0.9,0.39,1,3,0.94,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement
62,2,low,18,0.86,0.41,0,3,0.65,0.0,0.04,0.5,-0.02,0.0,0,0.014,0,0.02,1,Chronic Disengagement
62,3,low,18,0.86,0.46,0,5,0.82,-0.0,0.04,0.333,-0.07,0.0,0,0.014,0,0.02,1,Chronic Disengagement
62,4,low,16,0.81,0.35,1,6,0.93,-0.6,0.09,0.333,0.04,0.057,0,0.06,0,0.08,1,Chronic Disengagement
62,5,low,15,0.79,0.45,0,2,0.64,-0.8,0.11,0.3,-0.06,0.083,0,0.07,0,0.05,1,Chronic Disengagement
62,6,low,17,0.81,0.31,0,6,0.59,-0.457,0.09,0.267,0.08,0.074,0,0.06,0,0.05,1,Chronic Disengagement
62,7,low,13,0.81,0.32,1,5,0.5,-0.714,0.09,0.286,0.07,0.116,0,0.069,0,0.08,1,Chronic Disengagement
62,8,low,13,0.83,0.26,1,5,0.68,-0.762,0.07,0.286,0.13,0.134,0,0.071,0,0.08,1,Chronic Disengagement
63,1,high,3,0.48,-0.85,3,2,0.91,0.0,0.0,0.0,0.0,,0,0.0,2,0.09,1,Chronic Disengagement
63,2,high,5,0.37,-0.8,5,5,0.74,2.0,0.11,2.0,-0.05,0.354,0,0.038,2,0.19,1,Chronic Disengagement
63,3,high,1,0.26,-0.93,5,1,0.72,-1.0,0.22,1.333,0.08,0.667,1,0.127,2,0.25,2,Sudden Drop-off
63,4,high,0,0.17,-1.0,3,5,0.44,-1.3,0.31,1.333,0.15,0.985,1,0.179,2,0.25,2,Sudden Drop-off
63,5,high,0,0.03,-1.0,3,5,0.33,-1.1,0.45,1.2,0.15,1.204,0,0.22,2,0.3,0,Emotional Distress
63,6,high,3,0.0,-1.0,3,4,0.22,-0.457,0.48,1.067,0.15,1.0,0,0.205,2,0.31,0,Emotional Distress
63,7,high,3,0.0,-1.0,6,2,0.24,-0.179,0.48,1.667,0.15,0.87,0,0.194,2,0.39,0,Emotional Distress
63,8,high,1,0.0,-1.0,6,0,0.1,-0.214,0.48,1.929,0.15,0.886,1,0.195,2,0.39,2,Sudden Drop-off
64,1,low,14,0.83,0.75,1,7,0.83,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement
64,2,low,12,0.75,0.77,0,7,0.83,-2.0,0.08,0.5,-0.02,0.109,0,0.108,0,0.06,1,Chronic Disengagement
64,3,low,11,0.69,0.74,0,4,0.7,-1.5,0.14,0.333,0.01,0.124,0,0.11,0,0.08,1,Chronic Disengagement
64,4,low,10,0.76,0.65,1,3,0.84,-1.3,0.07,0.333,0.1,0.145,0,0.089,0,0.09,1,Chronic Disengagement
64,5,low,13,0.73,0.68,1,7,0.78,-0.4,0.1,0.3,0.07,0.132,0,0.06,0,0.08,1,Chronic Disengagement
64,6,low,9,0.64,0.62,1,6,0.7,-0.657,0.19,0.267,0.13,0.163,0,0.109,0,0.13,1,Chronic Disengagement
64,7,low,9,0.69,0.65,1,5,0.57,-0.679,0.14,0.238,0.1,0.175,0,0.089,0,0.11,1,Chronic Disengagement
64,8,low,11,0.59,0.63,1,3,0.67,-0.464,0.24,0.214,0.12,0.162,0,0.118,0,0.15,3,Chronic Disengagement
65,1,high,6,0.41,-1.0,5,2,0.66,0.0,0.0,0.0,0.0,,0,0.0,2,0.14,1,Chronic Disengagement
65,2,high,5,0.3,-1.0,2,6,0.67,-1.0,0.11,4.5,0.0,0.129,0,0.078,2,0.11,1,Chronic Disengagement
65,3,high,4,0.12,-1.0,4,3,0.74,-1.0,0.29,2.333,0.0,0.2,0,0.142,2,0.24,3,Chronic Disengagement
65,4,high,3,0.0,-1.0,6,4,0.39,-1.0,0.41,2.917,0.0,0.287,0,0.184,2,0.35,3,Chronic Disengagement
65,5,high,5,0.0,-1.0,3,0,0.2,-0.4,0.41,2.5,0.0,0.248,0,0.16,2,0.26,3,Chronic Disengagement
65,6,high,4,0.0,-1.0,4,1,0.3,-0.314,0.41,2.0,0.0,0.233,0,0.156,2,0.28,3,Chronic Disengagement
65,7,high,3,0.0,-1.0,3,3,0.0,-0.357,0.41,1.81,0.0,0.26,0,0.158,2,0.26,3,Chronic Disengagement
65,8,high,1,0.0,-1.0,4,2,0.0,-0.512,0.41,1.554,0.0,0.401,1,0.164,2,0.29,2,Sudden Drop-off
66,1,high,2,0.3,-0.54,5,3,0.96,0.0,0.0,0.0,0.0,,0,0.0,2,0.14,1,Chronic Disengagement
66,2,high,1,0.11,-0.63,2,4,0.72,-1.0,0.19,4.5,0.09,0.471,1,0.118,2,0.16,2,Sudden Drop-off
66,3,high,3,0.03,-0.79,3,3,0.56,0.5,0.27,2.333,0.25,0.5,0,0.126,2,0.23,3,Chronic Disengagement
66,4,high,1,0.0,-0.82,6,4,0.52,-0.1,0.3,3.333,0.28,0.547,1,0.144,2,0.33,2,Sudden Drop-off
66,5,high,0,0.0,-1.0,2,4,0.23,-0.4,0.3,3.3,0.46,0.814,1,0.178,2,0.25,2,Sudden Drop-off
66,6,high,3,0.0,-1.0,2,0,0.24,-0.0,0.3,3.067,0.46,0.727,0,0.162,2,0.24,0,Emotional Distress
66,7,high,1,0.0,-1.0,3,4,0.0,-0.071,0.3,2.571,0.46,0.722,1,0.165,2,0.27,2,Sudden Drop-off
66,8,high,1,0.0,-1.0,5,1,0.0,-0.095,0.3,2.571,0.46,0.713,0,0.166,2,0.33,0,Emotional Distress
67,1,medium,6,0.7,0.27,1,4,0.71,0.0,0.0,0.0,0.0,,0,0.0,1,0.03,1,Chronic Disengagement
67,2,medium,4,0.65,0.33,2,5,0.93,-2.0,0.05,0.5,-0.06,0.283,0,0.097,1,0.1,1,Chronic Disengagement
67,3,medium,8,0.61,0.12,3,3,0.76,1.0,0.09,1.0,0.15,0.333,0,0.05,1,0.14,1,Chronic Disengagement
67,4,medium,5,0.52,0.13,1,4,0.67,0.1,0.18,0.917,0.14,0.297,0,0.08,1,0.12,1,Chronic Disengagement
67,5,medium,3,0.47,0.16,3,1,0.41,-0.5,0.23,1.0,0.11,0.37,0,0.114,1,0.2,3,Chronic Disengagement
67,6,medium,6,0.38,0.01,1,3,0.45,-0.171,0.32,0.967,0.26,0.328,0,0.151,1,0.2,3,Chronic Disengagement
67,7,medium,2,0.36,-0.12,3,3,0.56,-0.464,0.34,1.0,0.39,0.419,1,0.186,1,0.28,2,Sudden Drop-off
67,8,medium,3,0.33,-0.04,1,1,0.5,-0.464,0.37,0.982,0.31,0.431,0,0.187,1,0.23,3,Chronic Disengagement
68,1,low,13,0.8,1.0,1,6,0.98,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement
68,2,low,10,0.8,0.96,1,5,0.73,-3.0,0.0,0.0,0.04,0.184,0,0.125,0,0.07,1,Chronic Disengagement
68,3,low,12,0.82,0.87,1,3,0.81,-0.5,-0.02,0.0,0.13,0.131,0,0.036,0,0.05,1,Chronic Disengagement
68,4,low,11,0.77,0.87,0,6,0.87,-0.4,0.03,0.25,0.13,0.112,0,0.043,0,0.03,1,Chronic Disengagement
68,5,low,9,0.76,0.91,0,2,0.64,-0.7,0.04,0.3,0.09,0.144,0,0.053,0,0.04,1,Chronic Disengagement
68,6,low,13,0.78,0.93,0,5,0.59,-0.114,0.02,0.3,0.07,0.144,0,0.02,0,0.02,1,Chronic Disengagement
68,7,low,11,0.75,0.79,1,5,0.6,-0.107,0.05,0.286,0.21,0.133,0,0.048,0,0.08,1,Chronic Disengagement
68,8,low,11,0.69,0.76,1,4,0.8,-0.095,0.11,0.268,0.24,0.123,0,0.072,0,0.11,1,Chronic Disengagement
69,1,high,4,0.17,-0.35,6,4,0.68,0.0,0.0,0.0,0.0,,0,0.0,2,0.17,1,Chronic Disengagement
69,2,high,3,0.1,-0.41,2,5,0.64,-1.0,0.07,8.0,0.06,0.202,0,0.072,2,0.11,1,Chronic Disengagement
69,3,high,2,0.0,-0.58,2,3,0.63,-1.0,0.17,5.333,0.23,0.333,0,0.128,2,0.17,3,Chronic Disengagement
69,4,high,1,0.0,-0.64,5,1,0.5,-1.0,0.17,4.25,0.29,0.516,1,0.136,2,0.26,2,Sudden Drop-off
69,5,high,1,0.0,-0.72,5,4,0.25,-0.8,0.17,3.5,0.37,0.593,0,0.138,2,0.27,3,Chronic Disengagement
69,6,high,0,0.0,-0.96,6,0,0.07,-0.771,0.17,3.467,0.61,0.803,1,0.167,2,0.33,2,Sudden Drop-off
69,7,high,0,0.0,-1.0,6,0,0.16,-0.679,0.17,3.286,0.65,0.962,0,0.168,2,0.34,0,Emotional Distress
69,8,high,0,0.0,-1.0,4,0,0.0,-0.583,0.17,2.857,0.65,1.095,0,0.164,2,0.28,0,Emotional Distress
70,1,medium,10,0.7,0.05,1,7,0.63,0.0,0.0,0.0,0.0,,0,0.0,1,0.03,1,Chronic Disengagement
70,2,medium,8,0.59,0.09,3,3,0.65,-2.0,0.11,2.0,-0.04,0.157,0,0.118,1,0.15,1,Chronic Disengagement
70,3,medium,8,0.59,-0.02,3,3,0.66,-1.0,0.11,1.333,0.07,0.133,0,0.087,1,0.15,1,Chronic Disengagement
70,4,medium,7,0.51,-0.1,2,6,0.49,-0.9,0.19,0.917,0.15,0.153,0,0.121,1,0.17,3,Chronic Disengagement
70,5,medium,8,0.41,-0.18,3,3,0.65,-0.5,0.29,0.8,0.23,0.134,0,0.15,1,0.24,3,Chronic Disengagement
70,6,medium,9,0.36,-0.15,2,6,0.57,-0.171,0.34,0.667,0.2,0.124,0,0.151,1,0.22,3,Chronic Disengagement
70,7,medium,8,0.34,-0.25,3,1,0.46,-0.143,0.36,0.619,0.3,0.115,0,0.169,1,0.27,3,Chronic Disengagement
70,8,medium,6,0.31,-0.31,1,5,0.26,-0.286,0.39,0.786,0.36,0.149,0,0.193,1,0.24,3,Chronic Disengagement
71,1,medium,11,0.69,0.02,3,6,0.97,0.0,0.0,0.0,0.0,,0,0.0,1,0.09,1,Chronic Disengagement
71,2,medium,11,0.68,0.1,3,2,0.72,0.0,0.01,0.0,-0.08,0.0,0,0.003,1,0.09,1,Chronic Disengagement
71,3,medium,9,0.59,0.0,1,2,0.58,-1.0,0.1,1.333,0.02,0.112,0,0.078,1,0.08,1,Chronic Disengagement
71,4,medium,10,0.49,-0.05,1,5,0.43,-0.5,0.2,1.333,0.07,0.093,0,0.099,1,0.13,1,Chronic Disengagement
71,5,medium,6,0.43,-0.19,2,3,0.54,-1.1,0.26,1.0,0.21,0.221,0,0.161,1,0.2,3,Chronic Disengagement
71,6,medium,7,0.37,-0.18,2,6,0.68,-0.971,0.32,0.8,0.2,0.233,0,0.176,1,0.23,3,Chronic Disengagement
71,7,medium,6,0.38,-0.28,3,5,0.55,-0.929,0.31,0.81,0.3,0.26,0,0.183,1,0.26,3,Chronic Disengagement
71,8,medium,6,0.29,-0.27,3,5,0.3,-0.833,0.4,0.786,0.29,0.273,0,0.21,1,0.3,3,Chronic Disengagement
72,1,high,0,0.55,-0.28,2,7,0.94,0.0,0.0,0.0,0.0,,0,0.0,2,0.06,1,Chronic Disengagement
72,2,high,0,0.48,-0.49,6,3,0.58,0.0,0.07,8.0,0.21,0.0,0,0.051,2,0.23,1,Chronic Disengagement
72,3,high,1,0.36,-0.6,3,4,0.42,0.5,0.19,4.333,0.32,1.732,0,0.107,2,0.21,0,Emotional Distress
72,4,high,1,0.2,-0.72,4,2,0.25,0.4,0.35,2.917,0.44,1.155,0,0.178,2,0.32,0,Emotional Distress
72,5,high,1,0.1,-0.86,4,5,0.13,0.3,0.45,2.2,0.58,0.913,0,0.23,2,0.38,0,Emotional Distress
72,6,high,1,0.0,-0.9,3,0,0.1,0.229,0.55,1.867,0.62,0.775,0,0.27,2,0.39,0,Emotional Distress
72,7,high,2,0.0,-1.0,3,2,0.15,0.286,0.55,1.619,0.72,0.805,0,0.282,2,0.41,0,Emotional Distress
72,8,high,0,0.0,-1.0,4,1,0.0,0.119,0.55,1.411,0.72,0.943,1,0.282,2,0.44,2,Sudden Drop-off
73,1,low,17,0.85,0.61,1,2,0.93,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement
73,2,low,20,0.82,0.59,1,3,0.96,3.0,0.03,0.0,0.02,0.115,0,0.013,0,0.04,1,Chronic Disengagement
73,3,low,16,0.8,0.68,1,4,0.89,-0.5,0.05,0.0,-0.07,0.118,0,0.038,0,0.05,1,Chronic Disengagement
73,4,low,15,0.84,0.62,0,5,0.88,-1.0,0.01,0.25,-0.01,0.127,0,0.043,0,0.02,1,Chronic Disengagement
73,5,low,17,0.77,0.47,0,6,0.7,-0.5,0.08,0.3,0.14,0.11,0,0.065,0,0.06,1,Chronic Disengagement
73,6,low,19,0.78,0.52,1,6,0.57,-0.0,0.07,0.267,0.09,0.107,0,0.036,0,0.07,1,Chronic Disengagement
73,7,low,18,0.76,0.57,1,7,0.54,0.071,0.09,0.238,0.04,0.099,0,0.036,0,0.07,1,Chronic Disengagement
73,8,low,14,0.71,0.49,1,3,0.81,-0.238,0.14,0.214,0.12,0.118,0,0.074,0,0.1,1,Chronic Disengagement
74,1,low,18,0.91,0.24,0,7,0.71,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,1,Chronic Disengagement
74,2,low,19,0.88,0.37,0,2,0.75,1.0,0.03,0.0,-0.13,0.038,0,0.011,0,0.01,1,Chronic Disengagement
74,3,low,18,0.87,0.24,1,2,0.64,-0.0,0.04,0.333,0.0,0.031,0,0.014,0,0.04,1,Chronic Disengagement
74,4,low,16,0.83,0.31,1,6,0.75,-0.7,0.08,0.333,-0.07,0.071,0,0.056,0,0.07,1,Chronic Disengagement
74,5,low,19,0.84,0.21,0,6,0.7,-0.1,0.07,0.3,0.03,0.068,0,0.032,0,0.03,1,Chronic Disengagement
74,6,low,16,0.8,0.12,1,2,0.77,-0.343,0.11,0.3,0.12,0.077,0,0.067,0,0.09,1,Chronic Disengagement
74,7,low,15,0.78,0.16,0,7,0.8,-0.5,0.13,0.286,0.08,0.093,0,0.075,0,0.07,1,Chronic Disengagement
74,8,low,14,0.77,0.14,0,6,0.55,-0.607,0.14,0.268,0.1,0.112,0,0.086,0,0.08,1,Chronic Disengagement
75,1,medium,9,0.5,0.31,1,4,0.65,0.0,0.0,0.0,0.0,,0,0.0,1,0.03,1,Chronic Disengagement
75,2,medium,8,0.45,0.18,3,3,0.7,-1.0,0.05,2.0,0.13,0.083,0,0.074,1,0.14,1,Chronic Disengagement
75,3,medium,9,0.33,0.1,1,3,0.84,-0.0,0.17,1.333,0.21,0.067,0,0.086,1,0.13,1,Chronic Disengagement
75,4,medium,8,0.28,0.13,3,2,0.72,-0.2,0.22,1.333,0.18,0.068,0,0.107,1,0.2,3,Chronic Disengagement
75,5,medium,9,0.27,0.09,2,2,0.57,-0.0,0.23,1.0,0.22,0.064,0,0.108,1,0.18,3,Chronic Disengagement
75,6,medium,8,0.25,-0.05,1,3,0.39,-0.086,0.25,0.967,0.36,0.064,0,0.136,1,0.18,3,Chronic Disengagement
75,7,medium,7,0.16,-0.15,3,2,0.38,-0.214,0.34,1.0,0.46,0.091,0,0.185,1,0.29,3,Chronic Disengagement
75,8,medium,6,0.07,-0.12,1,0,0.18,-0.333,0.43,0.982,0.43,0.134,0,0.218,1,0.27,3,Chronic Disengagement
